
#
# Start of IEEE IAB registry data
#
40D8550D7	Avant Technologies
84D81B	TP-LINK TECHNOLOGIES CO.,LTD.
7C2ADB	Xiaomi Communications Co Ltd
909164	ChongQing Lavid Technology Co., Ltd.
ECDB86	API-K
1C3D2F	HUAWEI TECHNOLOGIES CO.,LTD
EC753E	HUAWEI TECHNOLOGIES CO.,LTD
001D67	AMEC
BCE92F	HP Inc.
001A62	Data Robotics, Incorporated
C06369	BINXIN TECHNOLOGY(ZHEJIANG) LTD.
1841FE	Digital 14
F864B8	zte corporation
145120	Huawei Device Co., Ltd.
C0D193	Huawei Device Co., Ltd.
7804E3	Huawei Device Co., Ltd.
A43B0E	Huawei Device Co., Ltd.
E092A7	Feitian Technologies Co., Ltd
B0761B	HUAWEI TECHNOLOGIES CO.,LTD
8C0E60	Nanjing Juplink Intelligent Technologies Co., Ltd.
08B0A7	Truebeyond Co., Ltd
340A33	D-Link International
944444	LG Innotek
8437D5	Samsung Electronics Co.,Ltd
3482C5	Samsung Electronics Co.,Ltd
18AB1D	Samsung Electronics Co.,Ltd
F860F0	Aruba, a Hewlett Packard Enterprise Company
7C6DF8	Apple, Inc.
50AD71	Tessolve Semiconductor Private Limited
5CA5BC	eero inc.
F0D7AF	IEEE Registration Authority
7CA96B	Syrotech Networks. Ltd.
98063C	Samsung Electronics Co.,Ltd
74A7EA	Amazon Technologies Inc.
74AB93	Blink by Amazon
D84F37	Proxis, spol. s r.o.
84EAED	Roku, Inc
781100	Quantumsolution
DC91BF	Amazon Technologies Inc.
6CCE44	1MORE
E87F95	Apple, Inc.
88C08B	Apple, Inc.
4C7CD9	Apple, Inc.
940853	Liteon Technology Corporation
B49E80	Sichuan Changhong Electric Ltd.
A49340	Beijing Supvan Information Technology Co.,Ltd.
F8E877	Harman/Becker Automotive Systems GmbH
A09B12	China Mobile IOT Company Limited
00E22C	China Mobile Group Device Co.,Ltd.
98F621	Xiaomi Communications Co Ltd
D0768F	Calix Inc.
C0395A	Zhejiang Dahua Technology Co., Ltd.
2064CB	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
1413FB	HUAWEI TECHNOLOGIES CO.,LTD
F05501	Huawei Device Co., Ltd.
DC1BA1	Intel Corporate
94FBA7	IEEE Registration Authority
FC3DA5	Arcadyan Corporation
BC33AC	Silicon Laboratories
AC3C8E	Flextronics Computing(Suzhou)Co.,Ltd.
406234	Telink Semiconductor (Shanghai) Co., Ltd.
C87125	Johnson Outdoors Marine Electronics d/b/a Minnkota
80CFA2	Huawei Device Co., Ltd.
0094EC	Huawei Device Co., Ltd.
74452D	Huawei Device Co., Ltd.
EC6CB5	zte corporation
C0B101	zte corporation
A45006	SHENZHEN HUACHUANG SHIDAI TECHNOLOGYCO.,LTD
140152	Samsung Electronics Co.,Ltd
001329	VSST Co., LTD
7CF2DD	Vence Corp
988E79	Qudelix, Inc.
A86ABB	Sagemcom Broadband SAS
2443E2	DASAN Network Solutions
CCAB2C	HUMAX Co., Ltd.
D49CF4	Palo Alto Networks
C42456	Palo Alto Networks
84D412	Palo Alto Networks
B82FCB	CMS Electracom
4CFCAA	Tesla,Inc.
080342	Palo Alto Networks
C80739	NAKAYO Inc
540E2D	vivo Mobile Communication Co., Ltd.
708F47	vivo Mobile Communication Co., Ltd.
001876	WowWee Ltd.
EC237B	zte corporation
6C6D09	Kyowa Electronics Co.,Ltd.
90173F	HUAWEI TECHNOLOGIES CO.,LTD
607ECD	HUAWEI TECHNOLOGIES CO.,LTD
10CE45	Miromico AG
BC4A56	Cisco Systems, Inc
F8AF05	Huawei Device Co., Ltd.
78B8D6	Zebra Technologies Inc.
8C59DC	ASR Microelectronics (Shanghai) Co., Ltd.
18828C	Arcadyan Corporation
D452EE	SKY UK LIMITED
AC1203	Intel Corporate
94E9EE	Huawei Device Co., Ltd.
28E34E	HUAWEI TECHNOLOGIES CO.,LTD
9CF029	Integrated Device Technology (Malaysia) Sdn. Bhd.
2856C1	Harman/Becker Automotive Systems GmbH
64BC58	Intel Corporate
402E71	Texas Instruments
6C61F4	SFR
F490CB	IEEE Registration Authority
7881CE	China Mobile Iot Limited company
445CE9	Samsung Electronics Co.,Ltd
C01692	China Mobile Group Device Co.,Ltd.
BCFF21	Smart Code(shenzhen)Technology Co.,Ltd
185869	Sailer Electronic Co., Ltd
BC2DEF	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
381730	Ulrich Lippert GmbH & Co KG
98C8B8	vivo Mobile Communication Co., Ltd.
B8D4E7	Aruba, a Hewlett Packard Enterprise Company
BC0963	Apple, Inc.
D84C90	Apple, Inc.
24D0DF	Apple, Inc.
6C4A85	Apple, Inc.
28F033	Apple, Inc.
F08175	Sagemcom Broadband SAS
1C63BF	SHENZHEN BROADTEL  TELECOM CO.,LTD
AC3651	Jiangsu Hengtong Terahertz Technology Co., Ltd.
688FC9	Zhuolian (Shenzhen) Communication Co., Ltd
D84732	TP-LINK TECHNOLOGIES CO.,LTD.
005E0C	HMD Global Oy
B48107	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
706655	AzureWave Technology Inc.
684A76	eero inc.
8C683A	HUAWEI TECHNOLOGIES CO.,LTD
B46E08	HUAWEI TECHNOLOGIES CO.,LTD
C858C0	Intel Corporate
4CB16C	HUAWEI TECHNOLOGIES CO.,LTD
0C48C6	CELESTICA INC.
A42985	Sichuan AI-Link Technology Co., Ltd.
2864B0	Huawei Device Co., Ltd.
04F169	Huawei Device Co., Ltd.
5021EC	Huawei Device Co., Ltd.
A043B0	Hangzhou BroadLink Technology Co.,Ltd
D8C561	CommFront Communications Pte Ltd
60D89C	HMD Global Oy
F82E8E	Nanjing Kechen Electric Co., Ltd.
B4C9B9	Sichuan AI-Link Technology Co., Ltd.
F0463B	Comcast Cable Corporation
F41C95	BEIJING YUNYI TIMES TECHNOLOGY CO,.LTD
A0687E	ARRIS Group, Inc.
A8705D	ARRIS Group, Inc.
9C9789	1MORE
786DEB	GE Lighting
88E9A4	Hewlett Packard Enterprise
2863BD	APTIV SERVICES US, LLC
C402E1	Khwahish Technologies Private Limited
F85B3B	ASKEY COMPUTER CORP
C8FA84	Trusonus corp.
8C5AC1	Huawei Device Co., Ltd.
A85AE0	Huawei Device Co., Ltd.
A4B61E	Huawei Device Co., Ltd.
C4FE5B	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
84F883	Luminar Technologies
B44C3B	Zhejiang Dahua Technology Co., Ltd.
40A2DB	Amazon Technologies Inc.
C03937	GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI
0009F3	WELL Communication Corp.
A885D7	Sangfor Technologies Inc.
444ADB	Apple, Inc.
9CA513	Samsung Electronics Co.,Ltd
4C6C13	IoT Company Solucoes Tecnologicas Ltda
309048	Apple, Inc.
9424B8	GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI
CCF411	Google, Inc.
9C2DCF	Shishi Tongyun Technology(Chengdu)Co.,Ltd.
C8C465	HUAWEI TECHNOLOGIES CO.,LTD
1C4363	HUAWEI TECHNOLOGIES CO.,LTD
C467D1	HUAWEI TECHNOLOGIES CO.,LTD
307ECB	SFR
C803F5	Ruckus Wireless
F80FF9	Google, Inc.
94292F	New H3C Technologies Co., Ltd
D49AA0	VNPT TECHNOLOGY
6CF049	GIGA-BYTE TECHNOLOGY CO.,LTD.
FCAA14	GIGA-BYTE TECHNOLOGY CO.,LTD.
0433C2	Intel Corporate
444687	Realme Chongqing MobileTelecommunications Corp Ltd
20F375	ARRIS Group, Inc.
84BB69	ARRIS Group, Inc.
E82689	Aruba, a Hewlett Packard Enterprise Company
B81904	Nokia Shanghai Bell Co., Ltd.
B4A5AC	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
1C784E	China Mobile Iot Limited company
E0F442	Huawei Device Co., Ltd.
F0C42F	Huawei Device Co., Ltd.
C0B47D	Huawei Device Co., Ltd.
F4A59D	Huawei Device Co., Ltd.
E81B4B	amnimo Inc.
A4B439	Cisco Systems, Inc
A0B439	Cisco Systems, Inc
105FD4	Tendyron Corporation
843E79	Shenzhen Belon Technology CO.,LTD
F84E73	Apple, Inc.
3CCD36	Apple, Inc.
B4265D	Taicang T&W Electronics
48A5E7	Nintendo Co.,Ltd
88123D	Suzhou Aquila Solutions Inc.
48210B	PEGATRON CORPORATION
0068EB	HP Inc.
7C310E	Cisco Systems, Inc
D4B709	zte corporation
38144E	Fiberhome Telecommunication Technologies Co.,LTD
E0CCF8	Xiaomi Communications Co Ltd
A01C8D	HUAWEI TECHNOLOGIES CO.,LTD
F4DEAF	HUAWEI TECHNOLOGIES CO.,LTD
60123C	HUAWEI TECHNOLOGIES CO.,LTD
484C86	Huawei Device Co., Ltd.
54F294	Huawei Device Co., Ltd.
84C5A6	Intel Corporate
5C80B6	Intel Corporate
F8E4E3	Intel Corporate
AC675D	Intel Corporate
F07807	Apple, Inc.
082CB6	Apple, Inc.
D8CF89	Beijing DoSee Science and Technology Co., Ltd.
04AAE1	BEIJING MICROVISION TECHNOLOGY CO.,LTD
B4E8C9	XADA Technologies
6C24A6	vivo Mobile Communication Co., Ltd.
9C5F5A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
245AB5	Samsung Electronics Co.,Ltd
C0D2DD	Samsung Electronics Co.,Ltd
942DDC	Samsung Electronics Co.,Ltd
7CB37B	Qingdao Intelligent&Precise Electronics Co.,Ltd.
FCDB21	SAMSARA NETWORKS INC
E447B3	zte corporation
44DC4E	ITEL MOBILE LIMITED
7C210E	Cisco Systems, Inc
382A19	Technica Engineering GmbH
74D654	GINT
5CB13E	Sagemcom Broadband SAS
E4AAEA	Liteon Technology Corporation
A0946A	Shenzhen XGTEC Technology Co,.Ltd.
1C2AA3	Shenzhen HongRui Optical Technology Co., Ltd.
388E7A	AUTOIT
9C31C3	SKY UK LIMITED
F4E5F2	HUAWEI TECHNOLOGIES CO.,LTD
541310	HUAWEI TECHNOLOGIES CO.,LTD
8CE5EF	HUAWEI TECHNOLOGIES CO.,LTD
B83A5A	Aruba, a Hewlett Packard Enterprise Company
F0EF86	Google, Inc.
E4C0CC	China Mobile Group Device Co.,Ltd.
48794D	Samsung Electronics Co.,Ltd
18F9C4	BAE Systems
60ABD2	Bose Corporation
4C710D	Cisco Systems, Inc
4C710C	Cisco Systems, Inc
A4CD23	Shenzhenshi Xinzhongxin  Co., Ltd
E01F0A	Xslent Energy Technologies. LLC
C0DCDA	Samsung Electronics Co.,Ltd
04B429	Samsung Electronics Co.,Ltd
E4671E	SHEN ZHEN NUO XIN CHENG TECHNOLOGY co., Ltd.
682719	Microchip Technology Inc.
24C17A	BEIJING IACTIVE NETWORK CO.,LTD
A4C939	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
34D772	Xiamen Yudian Automation Technology Co., Ltd
3C86D1	vivo Mobile Communication Co., Ltd.
301B97	Lierda Science & Technology Group Co.,Ltd
74DA88	TP-LINK TECHNOLOGIES CO.,LTD.
CC32E5	TP-LINK TECHNOLOGIES CO.,LTD.
1C3BF3	TP-LINK TECHNOLOGIES CO.,LTD.
2C00F7	XOS
2CD2E3	Guangzhou Aoshi Electronic Co.,Ltd
1459C3	Creative Chips GmbH
7C8AE1	COMPAL INFORMATION (KUNSHAN) CO., LTD.
C863FC	ARRIS Group, Inc.
54E4A9	BHR Tech GmbH
208058	Ciena Corporation
684AAE	HUAWEI TECHNOLOGIES CO.,LTD
60D755	HUAWEI TECHNOLOGIES CO.,LTD
1CAECB	HUAWEI TECHNOLOGIES CO.,LTD
4CF19E	Groupe Atlantic
04ED33	Intel Corporate
2036D7	Shanghai Reacheng  Communication Technology Co.,Ltd
946269	ARRIS Group, Inc.
A8C252	Huawei Device Co., Ltd.
A04147	Huawei Device Co., Ltd.
1CCCD6	Xiaomi Communications Co Ltd
A445CD	IoT Diagnostics
1063C8	Liteon Technology Corporation
7C5189	SG Wireless Limited
94D505	Fiberhome Telecommunication Technologies Co.,LTD
7CB27D	Intel Corporate
7CC926	Wuhan GreeNet Information Service Co.,Ltd.
68070A	TPVision Europe B.V
4CEBBD	CHONGQING FUGUI ELECTRONICS CO.,LTD.
70879E	Beken Corporation
044A6C	HUAWEI TECHNOLOGIES CO.,LTD
38FB14	HUAWEI TECHNOLOGIES CO.,LTD
F0E4A2	HUAWEI TECHNOLOGIES CO.,LTD
B45062	EmBestor Technology Inc.
5C75AF	Fitbit, Inc.
582059	Xiaomi Communications Co Ltd
90272B	Algorab S.r.l.
4CBCB4	ABB SpA - DIN Rail
AC7713	Honeywell Safety Products (Shanghai) Co.,Ltd
08849D	Amazon Technologies Inc.
CCCCCC	Silicon Laboratories
5CD135	Xtreme Power Systems
7869D4	Shenyang Vibrotech Instruments Inc.
082697	Zyxel Communications Corporation
74E1B6	Apple, Inc.
24A52C	HUAWEI TECHNOLOGIES CO.,LTD
482759	Levven Electronics Ltd.
D4ADBD	Cisco Systems, Inc
64CB9F	TECNO MOBILE LIMITED
4CFBFE	Sercomm Japan Corporation
C0CBF1	Mobiwire Mobiles (NingBo) Co., LTD
E47E9A	zte corporation
2C16BD	IEEE Registration Authority
30A889	DECIMATOR DESIGN
683B78	Cisco Systems, Inc
F4CE36	Nordic Semiconductor ASA
FC7D6C	HYESUNG TECHWIN Co., Ltd
1CD5E2	Shenzhen YOUHUA Technology Co., Ltd
0024E9	Samsung Electronics Co.,Ltd
2440AE	NIIC Technology Co., Ltd.
F40E01	Apple, Inc.
1495CE	Apple, Inc.
50DE06	Apple, Inc.
CC660A	Apple, Inc.
FC1D43	Apple, Inc.
18A4A9	Vanu Inc.
80E82C	Hewlett Packard
B4A2EB	IEEE Registration Authority
68AB09	Nokia
5CA1E0	EmbedWay Technologies
C4C603	Cisco Systems, Inc
BCA13A	SES-imagotag
7CB59B	TP-LINK TECHNOLOGIES CO.,LTD.
1CB796	HUAWEI TECHNOLOGIES CO.,LTD
3847BC	HUAWEI TECHNOLOGIES CO.,LTD
549209	HUAWEI TECHNOLOGIES CO.,LTD
745909	HUAWEI TECHNOLOGIES CO.,LTD
7C942A	HUAWEI TECHNOLOGIES CO.,LTD
2C4F52	Cisco Systems, Inc
2823F5	China Mobile (Hangzhou) Information Technology Co., Ltd.
F010AB	China Mobile (Hangzhou) Information Technology Co., Ltd.
B4DC09	Guangzhou Dawei Communication Co.,Ltd
00F620	Google, Inc.
F43328	CIMCON Lighting Inc.
5C5AC7	Cisco Systems, Inc
B46077	Sichuan Changhong Electric Ltd.
00EDB8	KYOCERA Corporation
9C99CD	Voippartners
C8D69D	Arab International Optronics
405BD8	CHONGQING FUGUI ELECTRONICS CO.,LTD.
B891C9	Handreamnet
C8A776	HUAWEI TECHNOLOGIES CO.,LTD
54EC2F	Ruckus Wireless
00257E	NEW POS TECHNOLOGY LIMITED
A400E2	HUAWEI TECHNOLOGIES CO.,LTD
B4C4FC	Xiaomi Communications Co Ltd
FCBD67	Arista Networks
98865D	Nokia Shanghai Bell Co., Ltd.
2899C7	LINDSAY BROADBAND INC
ACDB48	ARRIS Group, Inc.
68A03E	HUAWEI TECHNOLOGIES CO.,LTD
B8C385	HUAWEI TECHNOLOGIES CO.,LTD
4CE9E4	New H3C Technologies Co., Ltd
C80D32	Holoplot GmbH
1C6499	Comtrend Corporation
487746	Calix Inc.
F8AE27	John Deere Electronic Solutions
C4F7D5	Cisco Systems, Inc
D05794	Sagemcom Broadband SAS
7445CE	CRESYN
04D9F5	ASUSTek COMPUTER INC.
10DC4A	Fiberhome Telecommunication Technologies Co.,LTD
4CBC48	Cisco Systems, Inc
48D875	China TransInfo Technology Co., Ltd
3050FD	Skyworth Digital Technology(Shenzhen) Co.,Ltd
88EF16	ARRIS Group, Inc.
8CA96F	D&M Holdings Inc.
98B8BA	LG Electronics (Mobile Communications)
7CD661	Xiaomi Communications Co Ltd
B0FD0B	IEEE Registration Authority
0040BC	ALGORITHMICS LTD.
004065	GTE SPACENET
1820D5	ARRIS Group, Inc.
F42E7F	Aruba, a Hewlett Packard Enterprise Company
B4CC04	Piranti
38D2CA	Zhejiang Tmall Technology Co., Ltd.
109E3A	Zhejiang Tmall Technology Co., Ltd.
78DA07	Zhejiang Tmall Technology Co., Ltd.
44A61E	INGRAM MICRO SERVICES
0CE99A	ATLS ALTEC
4C11AE	Espressif Inc.
8C89FA	Zhejiang Hechuan Technology Co., Ltd.
D4789B	Cisco Systems, Inc
483FE9	HUAWEI TECHNOLOGIES CO.,LTD
143CC3	HUAWEI TECHNOLOGIES CO.,LTD
A8E544	HUAWEI TECHNOLOGIES CO.,LTD
50C4DD	BUFFALO.INC
904DC3	Flonidan A/S
000DF1	IONIX INC.
00077C	Westermo Network Technologies AB
E002A5	ABB Robotics
B8D526	Zyxel Communications Corporation
ECADE0	D-Link International
F0B968	ITEL MOBILE LIMITED
04E56E	THUB Co., ltd.
1C7F2C	HUAWEI TECHNOLOGIES CO.,LTD
88BCC1	HUAWEI TECHNOLOGIES CO.,LTD
8C426D	HUAWEI TECHNOLOGIES CO.,LTD
A8BF3C	HDV Phoelectron Technology Limited
D4F527	SIEMENS AG
1CBFCE	Shenzhen Century Xinyang Technology Co., Ltd
F83002	Texas Instruments
A8A159	ASRock Incorporation
5462E2	Apple, Inc.
149D99	Apple, Inc.
B8B2F8	Apple, Inc.
98460A	Apple, Inc.
B85D0A	Apple, Inc.
7C9A1D	Apple, Inc.
103025	Apple, Inc.
70ACD7	Shenzhen YOUHUA Technology Co., Ltd
202AC5	Petite-En
147BAC	Nokia
CCDC55	Dragonchip Limited
A4C3F0	Intel Corporate
745BC5	IEEE Registration Authority
9440C9	Hewlett Packard Enterprise
906D05	BXB ELECTRONICS CO., LTD
D4BBC8	vivo Mobile Communication Co., Ltd.
489507	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
28FFB2	Toshiba Corp.
1C60D2	Fiberhome Telecommunication Technologies Co.,LTD
F4B5AA	zte corporation
E8ACAD	zte corporation
445D5E	SHENZHEN Coolkit Technology CO.,LTD
A041A7	NL Ministry of Defense
D85575	Samsung Electronics Co.,Ltd
D411A3	Samsung Electronics Co.,Ltd
04BA8D	Samsung Electronics Co.,Ltd
0836C9	NETGEAR
E446DA	Xiaomi Communications Co Ltd
1C12B0	Amazon Technologies Inc.
4CBC98	IEEE Registration Authority
58D9C3	Motorola Mobility LLC, a Lenovo Company
2CF432	Espressif Inc.
647366	Shenzhen Siera Technology Ltd
E05A9F	IEEE Registration Authority
2C557C	Shenzhen YOUHUA Technology Co., Ltd
F4BCDA	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
000915	CAS Corp.
8C5AF8	Beijing Xiaomi Electronics Co., Ltd.
D45800	Fiberhome Telecommunication Technologies Co.,LTD
744D28	Routerboard.com
A41162	Arlo Technology
041EFA	BISSELL Homecare, Inc.
2C73A0	Cisco Systems, Inc
443E07	Electrolux
90842B	LEGO System A/S
00267E	PARROT SA
D47B35	NEO Monitors AS
000878	Benchmark Storage Innovations
6CF37F	Aruba, a Hewlett Packard Enterprise Company
186472	Aruba, a Hewlett Packard Enterprise Company
0017A0	RoboTech srl
000AA8	ePipe Pty. Ltd.
0029C2	Cisco Systems, Inc
187C0B	Ruckus Wireless
485D36	Verizon
20C047	Verizon
346B46	Sagemcom Broadband SAS
8485E6	Guangdong Asano Technology CO.,Ltd.
3C8375	Microsoft Corporation
84D47E	Aruba, a Hewlett Packard Enterprise Company
24DEC6	Aruba, a Hewlett Packard Enterprise Company
78A7EB	1MORE
7C604A	Avelon
702B1D	E-Domus International Limited
F085C1	SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.
103D0A	Hui Zhou Gaoshengda Technology Co.,LTD
942790	TCT mobile ltd
A41791	Shenzhen Decnta Technology Co.,LTD.
D4AD71	Cisco Systems, Inc
E84C56	INTERCEPT SERVICES LIMITED
109C70	Prusa Research s.r.o.
34DAB7	zte corporation
A41908	Fiberhome Telecommunication Technologies Co.,LTD
0014A5	Gemtek Technology Co., Ltd.
C0B5D7	CHONGQING FUGUI ELECTRONICS CO.,LTD.
80D336	CERN
64255E	Observint Technologies, Inc.
90940A	Analog Devices, Inc
40B076	ASUSTek COMPUTER INC.
D43D39	Dialog Semiconductor
4C218C	Panasonic India Private limited
60380E	ALPSALPINE CO,.LTD
FC62B9	ALPSALPINE CO,.LTD
0002C7	ALPSALPINE CO,.LTD
001E3D	ALPSALPINE CO,.LTD
28A183	ALPSALPINE CO,.LTD
48F07B	ALPSALPINE CO,.LTD
4CDD7D	LHP Telematics LLC
B8BC5B	Samsung Electronics Co.,Ltd
CC70ED	Cisco Systems, Inc
907E30	LARS
108EBA	Molekule
94A40C	Diehl Metering GmbH
70B317	Cisco Systems, Inc
B00247	AMPAK Technology, Inc.
BCE796	Wireless CCTV Ltd
2C4E7D	Chunghua Intelligent Network Equipment Inc.
A4F465	ITEL MOBILE LIMITED
18B905	Hong Kong Bouffalo Lab Limited
F48CEB	D-Link International
743A65	NEC Corporation
00255C	NEC Corporation
4C917A	IEEE Registration Authority
84EB3E	Vivint Smart Home
D8CE3A	Xiaomi Communications Co Ltd
B0907E	Cisco Systems, Inc
ECF0FE	zte corporation
18BB26	FN-LINK TECHNOLOGY LIMITED
9C8275	Yichip Microelectronics (Hangzhou) Co.,Ltd
5CCBCA	FUJIAN STAR-NET COMMUNICATION CO.,LTD
28E98E	Mitsubishi Electric Corporation
34F8E7	Cisco Systems, Inc
C09AD0	Apple, Inc.
94B01F	Apple, Inc.
98CC4D	Shenzhen mantunsci co., LTD
B8C74A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
948FCF	ARRIS Group, Inc.
A8F5DD	ARRIS Group, Inc.
44D3AD	Shenzhen TINNO Mobile Technology Corp.
7485C4	New H3C Technologies Co., Ltd
94F6D6	Apple, Inc.
F82D7C	Apple, Inc.
D0BAE4	Shanghai MXCHIP Information Technology Co., Ltd.
C82E47	Suzhou SmartChip Semiconductor Co., LTD
C02250	Koss Corporation
043385	Nanchang BlackShark Co.,Ltd.
04CE7E	NXP France Semiconductors France
508CF5	China Mobile Group Device Co.,Ltd.
1C549E	Universal Electronics, Inc.
782327	Samsung Electronics Co.,Ltd
DCF756	Samsung Electronics Co.,Ltd
2CA02F	Veroguard Systems Pty Ltd
A0B549	Arcadyan Corporation
001F5A	Beckwith Electric Co.
985D82	Arista Networks
2C7360	Earda Technologies co Ltd
E4CA12	zte corporation
D49E05	zte corporation
585FF6	zte corporation
40B30E	Integrated Device Technology (Malaysia) Sdn. Bhd.
C0132B	Sichuan Changhong Electric Ltd.
0CB4A4	Xintai Automobile Intelligent Network Technology
90633B	Samsung Electronics Co.,Ltd
FCAAB6	Samsung Electronics Co.,Ltd
2453BF	Enernet
102C6B	AMPAK Technology, Inc.
A8BC9C	Cloud Light Technology Limited
A89042	Beijing Wanwei Intelligent Technology Co., Ltd.
18BE92	Delta Networks, Inc.
D092FA	Fiberhome Telecommunication Technologies Co.,LTD
E85AD1	Fiberhome Telecommunication Technologies Co.,LTD
90C54A	vivo Mobile Communication Co., Ltd.
BC7596	Beijing Broadwit Technology Co., Ltd.
68A47D	Sun Cupid Technology (HK) LTD
184B0D	Ruckus Wireless
D41243	AMPAK Technology, Inc.
48A6B8	Sonos, Inc.
B87826	Nintendo Co.,Ltd
DCCBA8	Explora Technologies Inc
6C5C3D	IEEE Registration Authority
84E5D8	Guangdong UNIPOE IoT Technology Co.,Ltd.
C07878	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
34DAC1	SAE Technologies Development(Dongguan) Co., Ltd.
5076AF	Intel Corporate
E046E5	Gosuncn Technology Group Co., Ltd.
1C34DA	Mellanox Technologies, Inc.
BC26C7	Cisco Systems, Inc
BC5EA1	PsiKick, Inc.
D4BD1E	5VT Technologies,Taiwan LTd.
CCD4A1	MitraStar Technology Corp.
08BA5F	Qingdao Hisense Electronics Co.,Ltd.
10DFFC	Siemens AG
847F3D	Integrated Device Technology (Malaysia) Sdn. Bhd.
30E3D6	Spotify USA Inc.
9CA525	Shandong USR IOT Technology Limited
E0456D	China Mobile Group Device Co.,Ltd.
283926	CyberTAN Technology Inc.
C4FDE6	DRTECH
CC988B	SONY Visual Products Inc.
705DCC	EFM Networks
A823FE	LG Electronics
E05D5C	Oy Everon Ab
8CFCA0	Shenzhen Smart Device Technology Co., LTD.
944F4C	Sound United LLC
18810E	Apple, Inc.
608C4A	Apple, Inc.
241B7A	Apple, Inc.
8CFE57	Apple, Inc.
C0A600	Apple, Inc.
74B587	Apple, Inc.
FCB6D8	Apple, Inc.
3C6A2C	IEEE Registration Authority
1C599B	HUAWEI TECHNOLOGIES CO.,LTD
806933	HUAWEI TECHNOLOGIES CO.,LTD
688F2E	Hitron Technologies. Inc
E0C286	Aisai Communication Technology Co., Ltd.
F0B014	AVM Audiovisuelles Marketing und Computersysteme GmbH
D80D17	TP-LINK TECHNOLOGIES CO.,LTD.
7405A5	TP-LINK TECHNOLOGIES CO.,LTD.
286DCD	Beijing Winner Microelectronics Co.,Ltd.
541031	SMARTO
44A466	GROUPE LDLC
1889A0	Wuhan Funshion Online Technologies Co.,Ltd
1C427D	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
18C2BF	BUFFALO.INC
0C2A86	Fiberhome Telecommunication Technologies Co.,LTD
FC61E9	Fiberhome Telecommunication Technologies Co.,LTD
405662	GuoTengShengHua Electronics LTD.
E4DB6D	Beijing Xiaomi Electronics Co., Ltd.
0C5331	ETH Zurich
0C9A42	FN-LINK TECHNOLOGY LIMITED
54812D	PAX Computer Technology(Shenzhen) Ltd.
DC9088	HUAWEI TECHNOLOGIES CO.,LTD
00A0D1	INVENTEC CORPORATION
0018CC	AXIOHM SAS
001827	NEC UNIFIED SOLUTIONS NEDERLAND B.V.
009004	3COM EUROPE LTD
00068C	3COM
02608C	3COM
00D0D8	3COM
58D56E	D-Link International
18937F	AMPAK Technology, Inc.
A43523	Guangdong Donyan Network Technologies Co.,Ltd.
B4A94F	MERCURY CORPORATION
0026B7	Kingston Technology Company, Inc.
000809	Systemonic AG
8C41F4	IPmotion GmbH
704F08	Shenzhen Huisheng Information Technology Co., Ltd.
F85E3C	SHENZHEN ZHIBOTONG ELECTRONICS CO.,LTD
803AF4	Fiberhome Telecommunication Technologies Co.,LTD
48A0F8	Fiberhome Telecommunication Technologies Co.,LTD
8835C1	OI ELECTRIC CO.,LTD
3042A1	ilumisys Inc. DBA Toggled
4062EA	China Mobile Group Device Co.,Ltd.
9CF6DD	IEEE Registration Authority
283E76	Common Networks
DC3979	Cisco Systems, Inc
001E80	Icotera A/S
48881E	EthoSwitch LLC
CC2119	Samsung Electronics Co.,Ltd
3C71BF	Espressif Inc.
902BD2	HUAWEI TECHNOLOGIES CO.,LTD
502FA8	Cisco Systems, Inc
C08359	IEEE Registration Authority
000393	Apple, Inc.
0000C3	Harris Corporation
08D59D	Sagemcom Broadband SAS
B46921	Intel Corporate
4C0FC7	Earda Technologies co Ltd
80A796	Neuralink Corp.
44657F	Calix Inc.
304B07	Motorola Mobility LLC, a Lenovo Company
345ABA	tcloud intelligence
14942F	USYS CO.,LTD.
EC83D5	GIRD Systems Inc
0004AE	Sullair Corporation
FCB10D	Shenzhen Tian Kun Technology Co.,LTD.
20F77C	vivo Mobile Communication Co., Ltd.
00451D	Cisco Systems, Inc
A0D635	WBS Technology
001EEC	COMPAL INFORMATION (KUNSHAN) CO., LTD.
F0761C	COMPAL INFORMATION (KUNSHAN) CO., LTD.
000C8A	Bose Corporation
30D659	Merging Technologies SA
702AD5	Samsung Electronics Co.,Ltd
889765	exands
34800D	Cavium Inc
B44BD6	IEEE Registration Authority
